case_id,case_family,category,expected_action,expected_reason,actual_action,actual_reason,Claim Recall (%),Context Precision (%),Faithfulness (%),Claim F1 (%),NRR correct,Metric unit,infrastructure_error
ANS-CMP-001,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,66.66666666666666,12.5,100.0,44.44444444444444,,percent_0_100,
ANS-CMP-002,answerable_single_turn,comparison_integration,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-CMP-003,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,71.42857142857143,80.0,57.14285714285715,,percent_0_100,
ANS-CMP-004,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,0.0,0.0,90.0,0.0,,percent_0_100,
ANS-CMP-005,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,37.5,100.0,66.66666666666666,,percent_0_100,
ANS-CMP-006,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,75.0,25.0,100.0,60.0,,percent_0_100,
ANS-CMP-007,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,50.0,100.0,100.0,,percent_0_100,
ANS-CMP-008,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,87.5,60.0,100.0,46.15384615384615,,percent_0_100,
ANS-CMP-009,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,16.666666666666664,12.5,77.77777777777779,13.333333333333334,,percent_0_100,
ANS-CMP-010,answerable_single_turn,comparison_integration,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-REF-001,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,74.99999999999999,,percent_0_100,
ANS-REF-002,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,40.0,83.33333333333334,50.0,,percent_0_100,
ANS-REF-003,answerable_single_turn,referral_care_seeking,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-REF-004,answerable_single_turn,referral_care_seeking,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-REF-005,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,33.33333333333333,100.0,100.0,,percent_0_100,
ANS-REF-006,answerable_single_turn,referral_care_seeking,generate,,abstain,evidence_gap,75.0,80.0,0.0,0.0,,percent_0_100,
ANS-MUL-001,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,100.0,62.5,100.0,28.571428571428577,,percent_0_100,
ANS-MUL-002,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,50.0,33.33333333333333,75.0,33.33333333333333,,percent_0_100,
ANS-MUL-003,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,70.0,25.0,100.0,69.76744186046511,,percent_0_100,
ANS-MUL-004,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,66.66666666666666,42.857142857142854,85.71428571428571,40.0,,percent_0_100,
ANS-MUL-005,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,33.33333333333333,16.666666666666664,100.0,47.05882352941176,,percent_0_100,
ANS-MUL-006,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,50.0,28.57142857142857,100.0,33.33333333333333,,percent_0_100,
ANS-MUL-007,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,66.66666666666666,12.5,100.0,50.0,,percent_0_100,
ANS-MUL-008,answerable_multi_turn,follow_up_continuity,generate,,abstain,evidence_gap,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-MUL-009,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,0.0,0.0,33.33333333333333,0.0,,percent_0_100,
ANS-MUL-010,answerable_multi_turn,explicit_topic_switch,generate,,,,0.0,0.0,0.0,0.0,,percent_0_100,
ANS-MUL-011,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,0.0,0.0,91.66666666666666,0.0,,percent_0_100,
ANS-MUL-012,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,0.0,0.0,92.3076923076923,0.0,,percent_0_100,
ANS-MUL-013,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,37.5,28.57142857142857,0.0,,percent_0_100,
ANS-MUL-014,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,12.5,80.0,0.0,,percent_0_100,
ANS-MUL-015,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,0.0,0.0,66.66666666666666,40.0,,percent_0_100,
GAP-ABS-001,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-002,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-003,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-004,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-005,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-006,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-007,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-008,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-009,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-010,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-EXA-001,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-002,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-003,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-004,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-005,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-006,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-007,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-008,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-009,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-010,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-001,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-002,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-003,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-REL-004,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-005,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-006,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-007,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-008,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-009,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-010,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
