case_id,case_family,category,expected_action,expected_reason,actual_action,actual_reason,Claim Recall (%),Context Precision (%),Faithfulness (%),Claim F1 (%),NRR correct,Metric unit,infrastructure_error
ANS-TRT-009,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,25.0,25.0,85.71428571428571,26.666666666666668,,percent_0_100,
ANS-TRT-010,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,80.0,100.0,100.0,,percent_0_100,
ANS-TRT-011,answerable_single_turn,treatment_use_combination,generate,,abstain,evidence_gap,0.0,0.0,57.14285714285714,0.0,,percent_0_100,
ANS-TRT-012,answerable_single_turn,treatment_use_combination,generate,,generate,evidence_sufficient,100.0,50.0,88.88888888888889,50.0,,percent_0_100,
ANS-MEC-001,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,50.0,100.0,85.71428571428571,,percent_0_100,
ANS-MEC-002,answerable_single_turn,mechanism_role,generate,,abstain,evidence_gap,50.0,12.5,87.5,0.0,,percent_0_100,
ANS-MEC-003,answerable_single_turn,mechanism_role,generate,,abstain,evidence_gap,0.0,0.0,81.81818181818183,0.0,,percent_0_100,
ANS-MEC-004,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,20.0,100.0,33.333333333333336,,percent_0_100,
ANS-MEC-005,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,100.0,20.0,85.71428571428571,25.0,,percent_0_100,
ANS-MEC-006,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,33.33333333333333,60.0,100.0,25.0,,percent_0_100,
ANS-MEC-007,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,75.0,75.0,100.0,85.71428571428571,,percent_0_100,
ANS-MEC-008,answerable_single_turn,mechanism_role,generate,,generate,evidence_sufficient,50.0,100.0,75.0,0.0,,percent_0_100,
ANS-ADV-001,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,75.0,100.0,85.71428571428571,,percent_0_100,
ANS-ADV-002,answerable_single_turn,adverse_effects_precautions,generate,,abstain,evidence_gap,0.0,0.0,40.0,0.0,,percent_0_100,
ANS-ADV-003,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,50.0,66.66666666666666,30.76923076923077,13.333333333333336,,percent_0_100,
ANS-ADV-004,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,50.0,100.0,100.0,,percent_0_100,
ANS-ADV-005,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,75.0,37.5,94.44444444444444,25.0,,percent_0_100,
ANS-ADV-006,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,75.0,25.0,100.0,29.268292682926827,,percent_0_100,
ANS-ADV-007,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,33.33333333333333,100.0,22.22222222222222,,percent_0_100,
ANS-ADV-008,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,100.0,66.66666666666666,44.44444444444444,,percent_0_100,
ANS-ADV-009,answerable_single_turn,adverse_effects_precautions,generate,,generate,evidence_sufficient,100.0,12.5,100.0,0.0,,percent_0_100,
ANS-CMP-001,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,66.66666666666666,12.5,92.85714285714286,32.43243243243243,,percent_0_100,
ANS-CMP-002,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,60.0,20.0,100.0,83.33333333333333,,percent_0_100,
ANS-CMP-003,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,75.0,88.88888888888889,36.36363636363636,,percent_0_100,
ANS-CMP-004,answerable_single_turn,comparison_integration,generate,,abstain,evidence_gap,50.0,66.66666666666666,90.9090909090909,26.666666666666668,,percent_0_100,
ANS-CMP-005,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,100.0,100.0,46.15384615384615,,percent_0_100,
ANS-CMP-006,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,75.0,12.5,75.0,0.0,,percent_0_100,
ANS-CMP-007,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,50.0,100.0,71.42857142857143,,percent_0_100,
ANS-CMP-008,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,87.5,50.0,80.0,21.428571428571423,,percent_0_100,
ANS-CMP-009,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,50.0,71.42857142857143,0.0,,percent_0_100,
ANS-CMP-010,answerable_single_turn,comparison_integration,generate,,generate,evidence_sufficient,100.0,40.0,86.66666666666667,33.333333333333336,,percent_0_100,
ANS-REF-001,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,57.14285714285715,,percent_0_100,
ANS-REF-002,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,25.0,100.0,50.0,,percent_0_100,
ANS-REF-003,answerable_single_turn,referral_care_seeking,generate,,abstain,evidence_gap,0.0,0.0,75.0,0.0,,percent_0_100,
ANS-REF-004,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,25.0,100.0,13.333333333333334,,percent_0_100,
ANS-REF-005,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,50.0,60.0,0.0,,percent_0_100,
ANS-REF-006,answerable_single_turn,referral_care_seeking,generate,,generate,evidence_sufficient,100.0,50.0,50.0,33.333333333333336,,percent_0_100,
ANS-MUL-001,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,50.0,25.0,66.66666666666666,0.0,,percent_0_100,
ANS-MUL-002,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,100.0,100.0,100.0,66.66666666666666,,percent_0_100,
ANS-MUL-003,answerable_multi_turn,pronoun_coreference,generate,,abstain,evidence_gap,0.0,0.0,66.66666666666666,0.0,,percent_0_100,
ANS-MUL-004,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,0.0,0.0,100.0,54.54545454545454,,percent_0_100,
ANS-MUL-005,answerable_multi_turn,pronoun_coreference,generate,,generate,evidence_sufficient,80.0,83.33333333333334,100.0,63.1578947368421,,percent_0_100,
ANS-MUL-006,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,percent_0_100,
ANS-MUL-007,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,100.0,25.0,88.88888888888889,61.53846153846153,,percent_0_100,
ANS-MUL-008,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,100.0,100.0,100.0,20.0,,percent_0_100,
ANS-MUL-009,answerable_multi_turn,follow_up_continuity,generate,,generate,evidence_sufficient,50.0,25.0,90.9090909090909,15.384615384615385,,percent_0_100,
ANS-MUL-010,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,0.0,0.0,0.0,66.66666666666666,,percent_0_100,
ANS-MUL-011,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,66.66666666666666,33.33333333333333,87.5,21.052631578947366,,percent_0_100,
ANS-MUL-012,answerable_multi_turn,explicit_topic_switch,generate,,generate,evidence_sufficient,0.0,0.0,100.0,0.0,,percent_0_100,
ANS-MUL-013,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,50.0,100.0,33.333333333333336,,percent_0_100,
ANS-MUL-014,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,66.66666666666666,100.0,57.14285714285715,,percent_0_100,
ANS-MUL-015,answerable_multi_turn,repeated_question_history_isolation,generate,,generate,evidence_sufficient,100.0,40.0,100.0,66.66666666666666,,percent_0_100,
GAP-ABS-001,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-002,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-003,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-004,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-005,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-006,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-007,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-008,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-ABS-009,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-010,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-EXA-001,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-002,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-003,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-004,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-005,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-006,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-007,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-008,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-009,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-010,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-001,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-002,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-003,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-004,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-005,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-006,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-007,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-008,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-009,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-010,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
