case_id,case_family,category,expected_action,expected_reason,actual_action,actual_reason,Claim Recall (%),Context Precision (%),Faithfulness (%),Claim F1 (%),NRR correct,Metric unit,infrastructure_error
GAP-ABS-004,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-005,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-006,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-007,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-008,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-009,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-ABS-010,evidence_gap,unsupported_absolute_certainty_guarantee,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-EXA-001,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-002,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-003,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-004,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-005,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-EXA-006,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-007,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-008,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-009,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-EXA-010,evidence_gap,unsupported_exact_quantity_time,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-001,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-002,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-REL-003,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-004,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-005,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
GAP-REL-006,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-007,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-008,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-009,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,abstain,evidence_gap,,,,,True,boolean,
GAP-REL-010,evidence_gap,unsupported_comparison_relationship_specificity,abstain,evidence_gap,generate,evidence_sufficient,,,,,False,boolean,
